Variabel,Enkät,Beskrivning,Dubbelkodning,Itemnr,Enkättext,Kodlista
burnout_1,SLOSH 06 working,,,B7_e,Nedan följer ett antal påståenden om känslor som kan uppstå i samband med arbete. Läs igenom varje påstående och tänk efter om du har känt så om ditt arbete. Ange hur ofta du känt på dessa sätt i samband med ditt arbete. @ Jag känner mig utbränd av mitt arbete.,126
burnout_2,SLOSH 08 working,,1.0,70_e,Nedan följer ett antal påståenden om känslor som kan uppstå i samband med arbete. Läs igenom varje påstående och tänk efter om du har känt så om ditt arbete. Ange hur ofta du känt på dessa sätt i samband med ditt arbete. @ Jag känner mig utbränd av mitt arbete.,126
burnout_2,SLOSH 08 non-working,,1.0,70_e,Nedan följer ett antal påståenden om känslor som kan uppstå i samband med arbete. Läs igenom varje påstående och tänk efter om du har känt så om ditt arbete. Ange hur ofta du känt på dessa sätt i samband med ditt arbete. @ Jag känner mig utbränd av mitt arbete.,126
burnout_3,SLOSH 10 working,,1.0,83_e,Nedan följer ett antal påståenden om känslor som kan uppstå i samband med arbete. Läs igenom varje påstående och tänk efter om du har känt så om ditt arbete. Ange hur ofta du känt på dessa sätt i samband med ditt arbete. @ Jag känner mig utbränd av mitt arbete.,126
burnout_3,SLOSH 10 non-working,,1.0,83_e,Nedan följer ett antal påståenden om känslor som kan uppstå i samband med arbete. Läs igenom varje påstående och tänk efter om du har känt så om ditt arbete. Ange hur ofta du känt på dessa sätt i samband med ditt arbete. @ Jag känner mig utbränd av mitt arbete.,126
burnout_4,SLOSH 12 working,,1.0,90_e,Nedan följer ett antal påståenden om känslor som kan uppstå i samband med arbete. Läs igenom varje påstående och tänk efter om du har känt så om ditt arbete. Ange hur ofta du känt på dessa sätt i samband med ditt arbete. @ Jag känner mig utbränd av mitt arbete.,126
burnout_4,SLOSH 12 non-working,,1.0,90_e,Nedan följer ett antal påståenden om känslor som kan uppstå i samband med arbete. Läs igenom varje påstående och tänk efter om du har känt så om ditt arbete. Ange hur ofta du känt på dessa sätt i samband med ditt arbete. @ Jag känner mig utbränd av mitt arbete.,126
capacphy_1,SLOSH 06 working,,,B8_a,Hur bedömer du din arbetsförmåga när det gäller fysiska krav?,127
capacphy_2,SLOSH 08 working,,,44_a,Hur bedömer du din arbetsförmåga när det gäller fysiska krav?,127
capacphy_2,SLOSH 08 non-working,,,44_a,Hur bedömer du din arbetsförmåga när det gäller fysiska krav?,127
capacphy_3,SLOSH 10 working,,,40_a,Om arbetsförmåga @ Hur bedömer du din arbetsförmåga när det gäller fysiska krav?,127
capacphy_3,SLOSH 10 non-working,,,40_a,Om arbetsförmåga @ Hur bedömer du din arbetsförmåga när det gäller fysiska krav?,127
capacphy_4,SLOSH 12 working,,,55_a,Om arbetsförmåga @ Hur bedömer du din arbetsförmåga när det gäller fysiska krav?,127
capacphy_4,SLOSH 12 non-working,,,55_a,Om arbetsförmåga @ Hur bedömer du din arbetsförmåga när det gäller fysiska krav?,127
capacphy_5,SLOSH 14 working,,,51_a,Om arbetsförmåga @ Hur bedömer du din arbetsförmåga när det gäller fysiska krav?,127
capacphy_5,SLOSH 14 non-working,,,51_a,Om arbetsförmåga @ Hur bedömer du din arbetsförmåga när det gäller fysiska krav?,127
capacphy_6,SLOSH 16 working,,,52_a,Om arbetsförmåga @ Hur bedömer du din arbetsförmåga när det gäller fysiska krav?,127
capacphy_6,SLOSH 16 non-working,,,52_a,Om arbetsförmåga @ Hur bedömer du din arbetsförmåga när det gäller fysiska krav?,127
capacphy_7,SLOSH 18 working,,,51_a,Om arbetsförmåga @ Hur bedömer du din arbetsförmåga när det gäller fysiska krav?,128
capacphy_7,SLOSH 18 non-working,,,51_a,Om arbetsförmåga @ Hur bedömer du din arbetsförmåga när det gäller fysiska krav?,128
capacpsy_1,SLOSH 06 working,,,B8_b,Hur bedömer du din arbetsförmåga när det gäller fysiska krav?,127
capacpsy_2,SLOSH 08 working,,,44_b,Hur bedömer du din arbetsförmåga när det gäller fysiska krav?,127
capacpsy_2,SLOSH 08 non-working,,,44_b,Hur bedömer du din arbetsförmåga när det gäller fysiska krav?,127
capacpsy_3,SLOSH 10 working,,,40_b,Om arbetsförmåga @ Hur bedömer du din arbetsförmåga när det gäller fysiska krav?,127
capacpsy_3,SLOSH 10 non-working,,,40_b,Om arbetsförmåga @ Hur bedömer du din arbetsförmåga när det gäller fysiska krav?,127
capacpsy_4,SLOSH 12 working,,,55_b,Om arbetsförmåga @ Hur bedömer du din arbetsförmåga när det gäller fysiska krav?,127
capacpsy_4,SLOSH 12 non-working,,,55_b,Om arbetsförmåga @ Hur bedömer du din arbetsförmåga när det gäller fysiska krav?,127
capacpsy_5,SLOSH 14 working,,,51_b,Om arbetsförmåga @ Hur bedömer du din arbetsförmåga när det gäller fysiska krav?,127
capacpsy_5,SLOSH 14 non-working,,,51_b,Om arbetsförmåga @ Hur bedömer du din arbetsförmåga när det gäller fysiska krav?,127
capacpsy_6,SLOSH 16 working,,,52_b,Om arbetsförmåga @ Hur bedömer du din arbetsförmåga när det gäller fysiska krav?,127
capacpsy_6,SLOSH 16 non-working,,,52_b,Om arbetsförmåga @ Hur bedömer du din arbetsförmåga när det gäller fysiska krav?,127
capacpsy_7,SLOSH 18 working,,,51_b,Om arbetsförmåga @ Hur bedömer du din arbetsförmåga när det gäller fysiska krav?,128
capacpsy_7,SLOSH 18 non-working,,,51_b,Om arbetsförmåga @ Hur bedömer du din arbetsförmåga när det gäller fysiska krav?,128
highbp_1,SLOSH 06 working,,,B4_a,Har du av läkare informerats om att du @ ...har högt blodtryck?,1
highbp_1,SLOSH 06 non-working,,,B4_a,Har du av läkare informerats om att du @ ...har högt blodtryck?,1
highbp_2,SLOSH 08 working,,,58_a,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren? @ Högt blodtryck,122
highbp_2,SLOSH 08 non-working,,,58_a,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren? @ Högt blodtryck,122
highbp_3,SLOSH 10 working,,,41_a,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren? @ Högt blodtryck,122
highbp_3,SLOSH 10 non-working,,,41_a,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren? @ Högt blodtryck,122
highbp_4,SLOSH 12 working,,1.0,76_a,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren och hur mycket påverkade det i så fall ditt liv? @ Högt blodtryck,122
highbp_4,SLOSH 12 non-working,,1.0,76_a,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren och hur mycket påverkade det i så fall ditt liv? @ Högt blodtryck,122
highbp_5,SLOSH 14 working,,1.0,72_a,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren och hur mycket påverkade det i så fall ditt liv? @ Högt blodtryck,124
highbp_5,SLOSH 14 non-working,,1.0,72_a,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren och hur mycket påverkade det i så fall ditt liv? @ Högt blodtryck,124
highbp_6,SLOSH 16 working,,1.0,81_a,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren och hur mycket påverkade det i så fall ditt liv? @ Högt blodtryck,122
highbp_6,SLOSH 16 non-working,,1.0,81_a,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren och hur mycket påverkade det i så fall ditt liv? @ Högt blodtryck,122
highbp_7,SLOSH 18 working,,1.0,77_a,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren? @ Högt blodtryck,122
highbp_7,SLOSH 18 non-working,,1.0,77_a,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren? @ Högt blodtryck,122
heartdis_1,SLOSH 06 working,,,B4_b,Har du av läkare informerats om att du @ ...har hjärtsjukdom?,1
heartdis_1,SLOSH 06 non-working,,,B4_b,Har du av läkare informerats om att du @ ...har hjärtsjukdom?,1
heartdis_2,SLOSH 08 working,,,58_b,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren? @ Hjärt- kärlsjukdom,122
heartdis_2,SLOSH 08 non-working,,,58_b,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren? @ Hjärt- kärlsjukdom,122
heartdis_3,SLOSH 10 working,,,41_b,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren? @ Hjärt- kärlsjukdom,122
heartdis_3,SLOSH 10 non-working,,,41_b,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren? @ Hjärt- kärlsjukdom,122
heartdis_4,SLOSH 12 working,,1.0,76_b,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren och hur mycket påverkade det i så fall ditt liv? @ Hjärt- kärlsjukdom,122
heartdis_4,SLOSH 12 non-working,,1.0,76_b,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren och hur mycket påverkade det i så fall ditt liv? @ Hjärt- kärlsjukdom,122
heartdis_5,SLOSH 14 working,,1.0,72_b,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren och hur mycket påverkade det i så fall ditt liv? @ Hjärt- kärlsjukdom,122
heartdis_5,SLOSH 14 non-working,,1.0,72_b,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren och hur mycket påverkade det i så fall ditt liv? @ Hjärt- kärlsjukdom,122
heartdis_6,SLOSH 16 working,,1.0,81_b,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren och hur mycket påverkade det i så fall ditt liv? @ Hjärt- kärlsjukdom,124
heartdis_6,SLOSH 16 non-working,,1.0,81_b,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren och hur mycket påverkade det i så fall ditt liv? @ Hjärt- kärlsjukdom,124
heartdis_7,SLOSH 18 working,,,47_b,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren? @ Hjärt- kärlsjukdom,122
heartdis_7,SLOSH 18 non-working,,,47_b,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren? @ Hjärt- kärlsjukdom,122
diabetes_1,SLOSH 06 working,,,B4_c,Har du av läkare informerats om att du @ ...har diabetes?,1
diabetes_1,SLOSH 06 non-working,,,B4_c,Har du av läkare informerats om att du @ ...har diabetes?,1
diabetes_2,SLOSH 08 working,,,58_c,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren? @ Diabetes,122
diabetes_2,SLOSH 08 non-working,,,58_c,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren? @ Diabetes,122
diabetes_3,SLOSH 10 working,,,41_c,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren? @ Diabetes,122
diabetes_3,SLOSH 10 non-working,,,41_c,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren? @ Diabetes,122
diabetes_4,SLOSH 12 working,,1.0,76_c,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren och hur mycket påverkade det i så fall ditt liv? @ Diabetes,122
diabetes_4,SLOSH 12 non-working,,1.0,76_c,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren och hur mycket påverkade det i så fall ditt liv? @ Diabetes,122
diabetes_5,SLOSH 14 working,,1.0,72_d,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren och hur mycket påverkade det i så fall ditt liv? @ Diabetes,124
diabetes_5,SLOSH 14 non-working,,1.0,72_d,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren och hur mycket påverkade det i så fall ditt liv? @ Diabetes,124
diabetes_6,SLOSH 16 working,,1.0,81_d,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren och hur mycket påverkade det i så fall ditt liv? @ Diabetes,124
diabetes_6,SLOSH 16 non-working,,1.0,81_d,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren och hur mycket påverkade det i så fall ditt liv? @ Diabetes,124
diabetes_7,SLOSH 18 working,,,77_d,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren? @ Diabetes,124
diabetes_7,SLOSH 18 non-working,,,77_d,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren? @ Diabetes,124
infoexer_1,SLOSH 06 working,,,B4_d,Har du av läkare informerats om att du @ ...borde börja motionera?,1
infoexer_1,SLOSH 06 non-working,,,B4_d,Har du av läkare informerats om att du @ ...borde börja motionera?,1
infoexer_2,SLOSH 08 working,,,45_a,Har du av läkare informerats om att du @ ...borde börja motionera?,1
infoexer_2,SLOSH 08 non-working,,,45_a,Har du av läkare informerats om att du @ ...borde börja motionera?,1
infoexer_3,SLOSH 10 non-working,,,39_a,Har du av läkare informerats om att du @ ...borde börja motionera?,1
infoexer_4,SLOSH 12 non-working,,,54_a,Har du av läkare informerats om att du @ ...borde börja motionera?,1
infoexer_5,SLOSH 14 non-working,,,71_a,Har du av läkare informerats om att du @ ...borde börja motionera?,81
infoexer_6,SLOSH 16 non-working,,,74_a,Har du av läkare informerats om att du @ ...borde börja motionera?,81
infoexer_7,SLOSH 18 non-working,,,76_a,Har du av läkare informerats om att du @ ...borde börja motionera?,1
infofood_1,SLOSH 06 working,,,B4_e,Har du av läkare informerats om att du @ ...borde börja motionera?,1
infofood_1,SLOSH 06 non-working,,,B4_e,Har du av läkare informerats om att du @ ...borde börja motionera?,1
infofood_2,SLOSH 08 working,,,45_b,Har du av läkare informerats om att du @ ...borde börja motionera?,1
infofood_2,SLOSH 08 non-working,,,45_b,Har du av läkare informerats om att du @ ...borde börja motionera?,1
infofood_3,SLOSH 10 non-working,,,39_b,Har du av läkare informerats om att du @ ...borde börja motionera?,1
